"source","listing_no","item_id","url","agency","agent_name","agent_phone","realtor_name","realtor_phone","agency_address","agency_reg_no","region","address","latitude","longitude","address_public_level","title","deposit_manwon","rent_manwon","maintenance_manwon","total_monthly_manwon","room_type","service_type","area_m2","floor","direction","parking","move_in","approval_date","residence_type","non_compliant_building","options","image_1","image_2","crawl_note"
"zigbang","49082949","49082949","https://www.zigbang.com/home/oneroom/items/49082949?itemDetailType=ZIGBANG","더수원공인중개사사무소","박진우","031-548-4497","박진우","010-2379-8960","경기도 수원시 권선구 장다리로 94 , 2층(권선동)","41113-2024-00065","경기도 수원시 팔달구 인계동","수원시 팔달구 인계동 1025-15","37.2652267849682","127.027762874459","exact_jibun_from_api","ㅣTHE수원ㅣ十 박스 1티어 단기十","200","50","16","66","분리형원룸","원룸","23.14","3/7","SW","주차 불가능","즉시 입주 가능","2016.01.29","숙박시설","False","에어컨; 냉장고; 세탁기; 인덕션; 책상; 옷장; 신발장; 싱크대","https://ic.zigbang.com/ic/items/49082949/1.jpg","https://ic.zigbang.com/ic/items/49082949/2.jpg",""
"zigbang","49095533","49095533","https://www.zigbang.com/home/oneroom/items/49095533?itemDetailType=ZIGBANG","더수원공인중개사사무소","박진우","031-548-4497","박진우","010-2379-8960","경기도 수원시 권선구 장다리로 94 , 2층(권선동)","41113-2024-00065","경기도 수원시 영통구 매탄동","수원시 영통구 매탄동 196-17","37.2722388700567","127.04575327308","exact_jibun_from_api","ㅣTHE수원ㅣꕻ풀옵션ꕻ복층ꕻ최저가ꕻㅣ","500","50","8","58","복층형원룸","원룸","20.42","2/6","SW","주차 가능","즉시 입주 가능","2018.04.24","다중생활시설","True","에어컨; 냉장고; 세탁기; 인덕션; 전자레인지; 옷장; 신발장; 싱크대","https://ic.zigbang.com/ic/items/49095533/1.jpg","https://ic.zigbang.com/ic/items/49095533/2.jpg",""
"zigbang","49090997","49090997","https://www.zigbang.com/home/oneroom/items/49090997?itemDetailType=ZIGBANG","더수원공인중개사사무소","박진우","031-548-4497","박진우","010-2379-8960","경기도 수원시 권선구 장다리로 94 , 2층(권선동)","41113-2024-00065","경기도 수원시 팔달구 인계동","수원시 팔달구 인계동 241-70","37.2755818924711","127.027839515252","exact_jibun_from_api","The수원ㅣꘜ넓은주방ꘜ풀옵션ꘜ반려동물ꘜ","2000","50","8","58","분리형원룸","원룸","26.45","4/10","S","주차 가능","즉시 입주 가능","2015.07.13","생활숙박시설","False","에어컨; 냉장고; 세탁기; 인덕션; 싱크대; 신발장; 옷장; 책장","https://ic.zigbang.com/ic/items/49090997/1.jpg","https://ic.zigbang.com/ic/items/49090997/2.jpg",""
"zigbang","49017025","49017025","https://www.zigbang.com/home/oneroom/items/49017025?itemDetailType=ZIGBANG","더수원공인중개사사무소","박진우","031-548-4497","박진우","010-2379-8960","경기도 수원시 권선구 장다리로 94 , 2층(권선동)","41113-2024-00065","경기도 수원시 팔달구 인계동","수원시 팔달구 인계동 241-75","37.2759295102804","127.027854639487","exact_jibun_from_api","ㅣTHE수원ㅣo동수원사거리o 찐1등매물등장vV","500","53","7","60","분리형원룸","원룸","23.14","2/9","SW","주차 가능","2026.06.08 이후 입주 가능","2015.08.06","생활숙박시설","False","에어컨; 냉장고; 세탁기; 인덕션; 전자레인지; 옷장; 신발장; 싱크대","https://ic.zigbang.com/ic/items/49017025/1.jpg","https://ic.zigbang.com/ic/items/49017025/2.jpg",""
"zigbang","49039254","49039254","https://www.zigbang.com/home/oneroom/items/49039254?itemDetailType=ZIGBANG","더수원공인중개사사무소","박진우","031-548-4497","박진우","010-2379-8960","경기도 수원시 권선구 장다리로 94 , 2층(권선동)","41113-2024-00065","경기도 수원시 영통구 원천동","수원시 영통구 원천동 352-14","37.2609282637712","127.060794465154","exact_jibun_from_api","The수원ㅣꘜ개.인.테.라.스ꘜㅣ풀옵션ㅣꘜ","500","53","10","63","분리형원룸","원룸","26.45","7/8","SE","주차 가능","즉시 입주 가능","2015.11.20","제2종근린생활시설","False","에어컨; 냉장고; 세탁기; 인덕션; 책상; 침대; 옷장; 신발장; 싱크대","https://ic.zigbang.com/ic/items/49039254/1.jpg","https://ic.zigbang.com/ic/items/49039254/2.jpg",""
"zigbang","49016331","49016331","https://www.zigbang.com/home/oneroom/items/49016331?itemDetailType=ZIGBANG","더수원공인중개사사무소","박진우","031-548-4497","박진우","010-2379-8960","경기도 수원시 권선구 장다리로 94 , 2층(권선동)","41113-2024-00065","경기도 수원시 팔달구 인계동","수원시 팔달구 인계동 1039-9","37.2661563203317","127.031293186035","exact_jibun_from_api","ㅣTHE수원ㅣ ㅣNO.1 갓성비ㅣ ㅣ인기폭발 분리형ㅣ","2000","55","15","70","분리형원룸","원룸","29.75","5/10","SW","주차 가능","2026.07.04 이후 입주 가능","2018.04.06","생활숙박시설","False","에어컨; 냉장고; 세탁기; 인덕션; 책상; 책장; 옷장; 신발장; 싱크대","https://ic.zigbang.com/ic/items/49016331/1.jpg","https://ic.zigbang.com/ic/items/49016331/2.jpg",""
"zigbang","48942283","48942283","https://www.zigbang.com/home/oneroom/items/48942283?itemDetailType=ZIGBANG","더수원공인중개사사무소","박진우","031-548-4497","박진우","010-2379-8960","경기도 수원시 권선구 장다리로 94 , 2층(권선동)","41113-2024-00065","경기도 수원시 팔달구 인계동","수원시 팔달구 인계동 1043-6","37.2639070017734","127.030438395665","exact_jibun_from_api","ㅣTHE수원ㅣꕻ시청역도보권ㅣ화이트풀옵ꕻㅣ","300","60","15","75","분리형원룸","원룸","34.79","2/8","SW","주차 가능","즉시 입주 가능","2013.10.10","생활숙박시설","False","에어컨; 냉장고; 세탁기; 인덕션; 침대; 옷장; 신발장; 싱크대","https://ic.zigbang.com/ic/items/48942283/1.jpg","https://ic.zigbang.com/ic/items/48942283/2.jpg",""
"zigbang","49048616","49048616","https://www.zigbang.com/home/oneroom/items/49048616?itemDetailType=ZIGBANG","더수원공인중개사사무소","박진우","031-548-4497","박진우","010-2379-8960","경기도 수원시 권선구 장다리로 94 , 2층(권선동)","41113-2024-00065","경기도 수원시 영통구 매탄동","수원시 영통구 매탄동 208-62","37.2654364691546","127.046189511662","exact_jibun_from_api","ㅣThe수원ㅣ방하나 거실하나ㅣ전입도 주차도 모두okㅣ","2000","60","7","67","분리형원룸","원룸","34","3/5","SW","주차 가능","즉시 입주 가능 (입주일 협의가능)","2016.11.08","다가구주택","False","에어컨; 냉장고; 세탁기; 인덕션; 신발장; 싱크대","https://ic.zigbang.com/ic/items/49048616/1.jpg","https://ic.zigbang.com/ic/items/49048616/2.jpg",""
"zigbang","48842070","48842070","https://www.zigbang.com/home/oneroom/items/48842070?itemDetailType=ZIGBANG","더플러스공인중개사사무소","봉종국","010-3050-0220","봉종국","010-3050-0220","경기도 수원시 권선구 권선로683번길 19 2층(권선동, 리오타워)","41113-2025-00084","경기도 수원시 팔달구 인계동","수원시 팔달구 인계동 1025","37.2656749481947","127.027049293012","exact_jibun_from_api","풀옵션, 보증보험가능, 수원시청역 초역세권","10000","17","12","29","오픈형원룸","오피스텔","21.29","7/8","SW","주차 가능","2026.05.31 이후 입주 가능","2018.09.20","도시형생활주택","False","에어컨; 냉장고; 세탁기; 신발장; 가스레인지; 싱크대","https://ic.zigbang.com/ic/items/48842070/1.jpg","https://ic.zigbang.com/ic/items/48842070/2.jpg",""
"zigbang","48980532","48980532","https://www.zigbang.com/home/oneroom/items/48980532?itemDetailType=ZIGBANG","더플러스공인중개사사무소","봉종국","010-3050-0220","봉종국","010-3050-0220","경기도 수원시 권선구 권선로683번길 19 2층(권선동, 리오타워)","41113-2025-00084","경기도 수원시 팔달구 인계동","수원시 팔달구 인계동 1025","37.2656749481947","127.027049293012","exact_jibun_from_api","HUG보증보험,초역세권 무융자 풀옵션 분리형 원룸,꿀매물","10000","17","12","29","분리형원룸","오피스텔","21.29","고/8","SW","주차 가능","2026.05.27 이후 입주 가능 (5월말~6월초 협의)","2018.09.20","도시형생활주택","False","에어컨; 냉장고; 세탁기; 가스레인지; 신발장; 싱크대; 옷장","https://ic.zigbang.com/ic/items/48980532/1.jpg","https://ic.zigbang.com/ic/items/48980532/2.jpg",""
"zigbang","48959021","48959021","https://www.zigbang.com/home/oneroom/items/48959021?itemDetailType=ZIGBANG","더플러스공인중개사사무소","봉종국","010-3050-0220","봉종국","010-3050-0220","경기도 수원시 권선구 권선로683번길 19 2층(권선동, 리오타워)","41113-2025-00084","경기도 수원시 팔달구 인계동","수원시 팔달구 인계동 1025","37.2656749481947","127.027049293012","exact_jibun_from_api","HUG보증보험, 풀옵션, 수원시청역도보, 무융자","13000","23","15.4","38","투룸","오피스텔","27.54","6/8","SW","주차 가능","2026.07.01 이후 입주 가능","2018.09.20","도시형생활주택","False","냉장고; 에어컨; 세탁기; 가스레인지; 신발장; 싱크대; 옷장","https://ic.zigbang.com/ic/items/48959021/1.jpg","https://ic.zigbang.com/ic/items/48959021/2.jpg",""
"zigbang","49093514","49093514","https://www.zigbang.com/home/oneroom/items/49093514?itemDetailType=ZIGBANG","더플러스공인중개사사무소","봉종국","010-3050-0220","봉종국","010-3050-0220","경기도 수원시 권선구 권선로683번길 19 2층(권선동, 리오타워)","41113-2025-00084","경기도 수원시 권선구 권선동","수원시 권선구 권선동 1018-3","37.2604631","127.026054","exact_jibun_from_api","1.무융자 2.공원뷰 3.저보증금 4.샤워부스","700","50","8.5","58","오픈형원룸","오피스텔","14.04","중/12","NE","주차 가능","2026.07.22 이후 입주 가능","2020.03.19","도시형생활주택","False","에어컨; 냉장고; 세탁기; 인덕션; 전자레인지; 옷장; 신발장; 싱크대","https://ic.zigbang.com/ic/items/49093514/1.jpg","https://ic.zigbang.com/ic/items/49093514/2.jpg",""
"zigbang","48844266","48844266","https://www.zigbang.com/home/oneroom/items/48844266?itemDetailType=ZIGBANG","도넛공인중개사사무소","안가람","010-3390-2428","안가람","010-3390-2428","서울특별시 구로구 새말로16길 56 상가  101호(구로동, 예원아파트)","11530-2024-00037","경기도 수원시 팔달구 지동","수원시 팔달구 지동 478-7","37.2820332674098","127.028886411903","exact_jibun_from_api","3개월치씩 선납하는 풀옵션 1.5룸 저보증금 단기매물","75","75","5","80","분리형원룸","원룸","31.05","4/5","S","주차 가능","즉시 입주 가능","20230804  ","다세대","False","에어컨; 냉장고; 세탁기; 인덕션; 신발장; 싱크대","https://ic.zigbang.com/ic/items/48844266/1.jpg","https://ic.zigbang.com/ic/items/48844266/2.jpg",""
"zigbang","48916209","48916209","https://www.zigbang.com/home/oneroom/items/48916209?itemDetailType=ZIGBANG","동수원공인중개사사무소","송기준","031-212-6565","송기준","010-5384-0615","경기도 수원시 영통구 중부대로271번길 11 , 101호(원천동)","가3682-1364","경기도 수원시 영통구 원천동","수원시 영통구 원천동 70-29","37.2756250779693","127.047338826861","exact_jibun_from_api","아주대병원 도보10분,옵션완비된 분리형원룸","4000","30","5","35","분리형원룸","원룸","26.5","1/3","S","주차 가능","즉시 입주 가능","2003.04.23","단독주택","False","에어컨; 냉장고; 세탁기; 인덕션; 전자레인지; 침대","https://ic.zigbang.com/ic/items/48916209/1.jpg","https://ic.zigbang.com/ic/items/48916209/2.jpg",""
"zigbang","49069824","49069824","https://www.zigbang.com/home/oneroom/items/49069824?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 영통구 매탄동","수원시 영통구 매탄동 196-17","37.2722388700567","127.04575327308","exact_jibun_from_api","oOㅣ오피스텔느낌 복층ㅣ구법원사거리 인근 위치최강ㅣOo","5000","15","8","23","복층형원룸","원룸","23.14","2/6","NW","주차 가능","즉시 입주 가능","2018.04.24","다가구주택","False","에어컨; 냉장고; 세탁기; 전자레인지; 옷장","https://ic.zigbang.com/ic/items/49069824/1.jpg","https://ic.zigbang.com/ic/items/49069824/2.jpg",""
"zigbang","48970154","48970154","https://www.zigbang.com/home/oneroom/items/48970154?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 영통구 원천동","수원시 영통구 원천동 17","37.2789819404129","127.044452742954","exact_jibun_from_api","H 아주대 초근접, 유학생 가능 H","80","25","4.5","29","오픈형원룸","원룸","13.22","4/5","E","주차 가능","즉시 입주 가능","2010년 12월 6일","제2종 근린생활시설","False","에어컨; 냉장고; 세탁기; 전자레인지; 옷장; 침대","https://ic.zigbang.com/ic/items/48970154/1.jpg","https://ic.zigbang.com/ic/items/48970154/2.jpg",""
"zigbang","49050254","49050254","https://www.zigbang.com/home/oneroom/items/49050254?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 영통구 원천동","수원시 영통구 원천동 29-23","37.2764361619821","127.044877344462","exact_jibun_from_api","H 준신축 건물, 아주대 도보 3분, 주방 분리 H","5000","28","9","37","오픈형원룸","원룸","19.83","2/4","W","주차 가능","2026.06.30 이후 입주 가능 (협의 가능)","2015년 8월 24일","제2종근린생활시설(다중생활시설5실)","False","에어컨; 냉장고; 세탁기; 책상; 옷장; 신발장","https://ic.zigbang.com/ic/items/49050254/1.jpg","https://ic.zigbang.com/ic/items/49050254/2.jpg",""
"zigbang","48981361","48981361","https://www.zigbang.com/home/oneroom/items/48981361?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 영통구 원천동","수원시 영통구 원천동 29-45","37.2774272314727","127.044836551441","exact_jibun_from_api","C 아주대 도보 3분컷. 저렴. 깨끗. 입주협의가능","500","35","10","45","오픈형원룸","원룸","19.83","2/4","SE","주차 가능","2025.07.13 이후 입주 가능 (협의가능)","2011.12.30","제2종근린생활시설(고시원)","False","에어컨; 냉장고; 세탁기; 책상","https://ic.zigbang.com/ic/items/48981361/1.jpg","https://ic.zigbang.com/ic/items/48981361/2.jpg",""
"zigbang","48993831","48993831","https://www.zigbang.com/home/oneroom/items/48993831?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 영통구 원천동","수원시 영통구 원천동 29-45","37.2774272314727","127.044836551441","exact_jibun_from_api","oO 아주대2분컷ㅣ위치최강ㅣ가격최고ㅣ풀옵션 강추  Oo","500","35","10","45","오픈형원룸","원룸","19.83","2/4","E","주차 불가능","2026.07.01 이후 입주 가능","2011.12.30","고시원","False","에어컨; 냉장고; 세탁기; 전자레인지; 신발장","https://ic.zigbang.com/ic/items/48993831/1.jpg","https://ic.zigbang.com/ic/items/48993831/2.jpg",""
"zigbang","49098553","49098553","https://www.zigbang.com/home/oneroom/items/49098553?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 팔달구 우만동","수원시 팔달구 우만동 529-9","37.2827199353715","127.031417993581","exact_jibun_from_api","H 강남 광역버스, 조용한 주거환경, 넓은 1.5룸 H","500","35","10","45","분리형원룸","원룸","23.14","5/5","SE","주차 가능","즉시 입주 가능 (협의 가능)","2012년 9월 11일","제2종근린생활시설(고시원)","False","에어컨; 냉장고; 세탁기; 전자레인지; 옷장; 신발장","https://ic.zigbang.com/ic/items/49098553/1.jpg","https://ic.zigbang.com/ic/items/49098553/2.jpg",""
"zigbang","49103508","49103508","https://www.zigbang.com/home/oneroom/items/49103508?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 영통구 매탄동","수원시 영통구 매탄동 111-153","37.2700564150379","127.050935056055","exact_jibun_from_api","H 가성비 추천, 조용한 주거환경, 주방 분리 H","500","35","3.5","38","분리형원룸","원룸","19.83","1/3","SE","주차 가능","2026.06.21 이후 입주 가능 (협의 가능)","2004년 9월 2일","단독주택","False","에어컨; 냉장고; 세탁기; 가스레인지; 싱크대; 신발장","https://ic.zigbang.com/ic/items/49103508/1.jpg","https://ic.zigbang.com/ic/items/49103508/2.jpg",""
"zigbang","49050231","49050231","https://www.zigbang.com/home/oneroom/items/49050231?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 팔달구 인계동","수원시 팔달구 인계동 241-70","37.2755818924711","127.027839515252","exact_jibun_from_api","H 동수원사거리 1분, 옵션 폭발, 준신축, 가격착함 H","2700","35","7","42","분리형원룸","원룸","23.14","6/10","S","주차 가능","2026.06.01 이후 입주 가능 (협의 가능)","2015년 7월 13일","숙박시설(생활숙박시설)","False","냉장고; 세탁기; 전자레인지; 옷장; 신발장; 책장; 책상; 에어컨","https://ic.zigbang.com/ic/items/49050231/1.jpg","https://ic.zigbang.com/ic/items/49050231/2.jpg",""
"zigbang","48980270","48980270","https://www.zigbang.com/home/oneroom/items/48980270?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 팔달구 우만동","수원시 팔달구 우만동 47-1","37.279403834521","127.040615247508","exact_jibun_from_api","H 아주대 도보 3분, 최고 가성비 매물, 즉시 입주 H","500","40","7","47","오픈형원룸","원룸","19.8","3/3","N","주차 가능","즉시 입주 가능 (협의 가능)","1998년 5월 6일","다세대주택","False","에어컨; 냉장고; 세탁기; 가스레인지; 신발장; 싱크대; 전자레인지; 책상; 책장","https://ic.zigbang.com/ic/items/48980270/1.jpg","https://ic.zigbang.com/ic/items/48980270/2.jpg",""
"zigbang","49056208","49056208","https://www.zigbang.com/home/oneroom/items/49056208?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 영통구 원천동","수원시 영통구 원천동 29-98","37.2766713677422","127.044307960309","exact_jibun_from_api","C RUN 전속매물 아주대3분 초인기매물 주방분리형 풀옵션","500","40","5","45","오픈형원룸","원룸","19.83","3/4","NE","주차 가능","2026.06.28 이후 입주 가능 (입주일 협의 가능)","2007.07.27","단독주택","True","에어컨; 냉장고; 세탁기; 인덕션; 책상; 침대; 옷장; 신발장; 싱크대","https://ic.zigbang.com/ic/items/49056208/1.jpg","https://ic.zigbang.com/ic/items/49056208/2.jpg",""
"zigbang","49015914","49015914","https://www.zigbang.com/home/oneroom/items/49015914?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 영통구 매탄동","수원시 영통구 매탄동 153-132","37.273988315999","127.041643330059","exact_jibun_from_api","8아주대삼거리인근. 분리형원룸. 깔끔함8","300","42","8","50","오픈형원룸","원룸","19.83","2/3","S","주차 가능","즉시 입주 가능 (협의가능)","2003.01.08","단독주택","False","에어컨; 냉장고; 세탁기; 가스레인지; 신발장; 싱크대","https://ic.zigbang.com/ic/items/49015914/1.jpg","https://ic.zigbang.com/ic/items/49015914/2.jpg",""
"zigbang","49012097","49012097","https://www.zigbang.com/home/oneroom/items/49012097?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 영통구 원천동","수원시 영통구 원천동 25-3","37.2774471627758","127.044067906867","exact_jibun_from_api","O아주대 3분컷, 빅사이즈 원룸 ,미친꿀매물O","500","45","5","50","오픈형원룸","원룸","19.83","4/4","NW","주차 불가능","2026.05.01 이후 입주 가능 (협의가능)","1990.12.27","단독주택","False","에어컨; 냉장고; 세탁기; 싱크대; 가스레인지","https://ic.zigbang.com/ic/items/49012097/1.jpg","https://ic.zigbang.com/ic/items/49012097/2.jpg",""
"zigbang","49025454","49025454","https://www.zigbang.com/home/oneroom/items/49025454?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 영통구 원천동","수원시 영통구 원천동 29-45","37.2774272314727","127.044836551441","exact_jibun_from_api","oOㅣ아주대 도보 1분컷 ㅣ갓성비 분리형ㅣ남향ㅣOo","500","45","10","55","오픈형원룸","원룸","20","3/4","S","주차 가능","즉시 입주 가능","2011.12.30","제2종근린생활시설(고시원)","False","에어컨; 냉장고; 세탁기; 신발장; 옷장; 책상; 전자레인지","https://ic.zigbang.com/ic/items/49025454/1.jpg","https://ic.zigbang.com/ic/items/49025454/2.jpg",""
"zigbang","49098017","49098017","https://www.zigbang.com/home/oneroom/items/49098017?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 영통구 매탄동","수원시 영통구 매탄동 209-2","37.2663042601222","127.0480075103","exact_jibun_from_api","H 구법원사거리 인근, 조용한 주거환경, 분리형 원룸 H","500","45","7","52","분리형원룸","원룸","19.85","4/5","W","주차 가능","2026.06.30 이후 입주 가능 (협의 가능)","2017년 6월 2일","단독주택","False","에어컨; 냉장고; 세탁기; 인덕션; 싱크대","https://ic.zigbang.com/ic/items/49098017/1.jpg","https://ic.zigbang.com/ic/items/49098017/2.jpg",""
"zigbang","49038297","49038297","https://www.zigbang.com/home/oneroom/items/49038297?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 영통구 매탄동","수원시 영통구 매탄동 153-41","37.2737961140333","127.044398279507","exact_jibun_from_api","H 주방분리, 남동향, 빠른입주, 버스정류장 가까움 H","1000","45","8","53","오픈형원룸","원룸","19.83","2/4","SE","주차 가능","2026.05.31 이후 입주 가능 (협의 가능)","2011년 12월 27일","제2종근린생활시설(고시원)","False","에어컨; 냉장고; 세탁기; 신발장; 옷장","https://ic.zigbang.com/ic/items/49038297/1.jpg","https://ic.zigbang.com/ic/items/49038297/2.jpg",""
"zigbang","48940528","48940528","https://www.zigbang.com/home/oneroom/items/48940528?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 팔달구 우만동","수원시 팔달구 우만동 475-14","37.288162644696","127.028264562878","exact_jibun_from_api","K반려동물 주차 가능한 깔끔한 컨디션 원룸K","1000","46","10","56","오픈형원룸","원룸","19.83","2/4","NW","주차 가능","2026.05.06 이후 입주 가능","2013.05.14","공동주택(다세대주택)","False","에어컨; 냉장고; 세탁기; 가스레인지; 전자레인지; 책상; 싱크대","https://ic.zigbang.com/ic/items/48940528/1.jpg","https://ic.zigbang.com/ic/items/48940528/2.jpg",""
"zigbang","49038742","49038742","https://www.zigbang.com/home/oneroom/items/49038742?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 영통구 원천동","수원시 영통구 원천동 29-45","37.2774272314727","127.044836551441","exact_jibun_from_api","H 학생 , 직장인 추천 , 버스정류장 근처, 남향 H","500","48","10","58","오픈형원룸","원룸","19.83","2/4","S","주차 가능","2026.07.04 이후 입주 가능 (협의 가능)","2011년 12월 30일","제2종근린생활시설(고시원)","False","에어컨; 냉장고; 세탁기; 책상","https://ic.zigbang.com/ic/items/49038742/1.jpg","https://ic.zigbang.com/ic/items/49038742/2.jpg",""
"zigbang","49099197","49099197","https://www.zigbang.com/home/oneroom/items/49099197?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 팔달구 우만동","수원시 팔달구 우만동 475-14","37.288162644696","127.028264562878","exact_jibun_from_api","H 반려동물 O, 주차장, 기숙사 탈출용 맞춤 원룸 H","500","48","10","58","오픈형원룸","원룸","17.88","2/4","NW","주차 가능","2026.05.05 이후 입주 가능 (협의 가능)","2013년 5월 14일","다세대주택(도시형생활주택)","False","옷장; 신발장; 전자레인지; 에어컨; 냉장고; 세탁기; 가스레인지; 싱크대","https://ic.zigbang.com/ic/items/49099197/1.jpg","https://ic.zigbang.com/ic/items/49099197/2.jpg",""
"zigbang","48970169","48970169","https://www.zigbang.com/home/oneroom/items/48970169?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 영통구 원천동","수원시 영통구 원천동 29-56","37.2783296642289","127.044727599531","exact_jibun_from_api","C 아주대코앞 큰원룸 저렴함 풀옵션 즉시입주 인기매물","500","50","6","56","오픈형원룸","원룸","23.14","2/3","NE","주차 가능","2026.06.26 이후 입주 가능 (협의가능)","1990.02.06","단독주택","False","에어컨; 냉장고; 세탁기; 가스레인지; 옷장; 책상; 침대; 싱크대; 신발장","https://ic.zigbang.com/ic/items/48970169/1.jpg","https://ic.zigbang.com/ic/items/48970169/2.jpg",""
"zigbang","48972783","48972783","https://www.zigbang.com/home/oneroom/items/48972783?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 영통구 원천동","수원시 영통구 원천동 29-56","37.2783296642289","127.044727599531","exact_jibun_from_api","H 아주대,아주대 병원 초근접, 가성비 원룸 H","500","50","6","56","오픈형원룸","원룸","23.14","2/3","NE","주차 가능","2026.06.26 이후 입주 가능 (협의 가능)","1990년 02월 06일","단독주택","False","에어컨; 냉장고; 세탁기; 가스레인지; 옷장; 책상; 침대; 신발장; 싱크대","https://ic.zigbang.com/ic/items/48972783/1.jpg","https://ic.zigbang.com/ic/items/48972783/2.jpg",""
"zigbang","49056728","49056728","https://www.zigbang.com/home/oneroom/items/49056728?itemDetailType=ZIGBANG","런공인중개사사무소","김지연","031-213-5888","김지연","010-7546-3232","경기도 수원시 영통구 아주로 26-1, 1층(원천동)","41117-2016-00108","경기도 수원시 팔달구 우만동","수원시 팔달구 우만동 64-8","37.2780568391151","127.042998990257","exact_jibun_from_api","8아주대도보5분컷,주방분리 조용한 원룸8","500","50","10","60","오픈형원룸","원룸","23.14","2/4","S","주차 가능","즉시 입주 가능 (협의가능)","2008.8.29","다가구주택","False","에어컨; 냉장고; 가스레인지; 세탁기; 싱크대; 옷장; 침대; 책상; 전자레인지","https://ic.zigbang.com/ic/items/49056728/1.jpg","https://ic.zigbang.com/ic/items/49056728/2.jpg",""
